StatSong: RallyRemix.xm
0	1	0.000000	0	1	
1	2	0.000000	1	4	
2	3	0.000000	0	1	
2	4	392.000000	0	3	
2	5	597.000000	0	2	
0	6	802.000000	0	3	
1	7	802.000000	0	3	
2	8	802.000000	0	4	
1	9	1211.000000	0	2	
2	10	1211.000000	0	1	
0	11	1621.000000	0	2	
1	12	1621.000000	1	4	
2	13	1621.000000	0	4	
2	14	1826.000000	0	2	
0	15	2030.000000	0	4	
1	16	2030.000000	0	1	
2	17	2030.000000	0	3	
2	18	2235.000000	0	1	
0	19	2440.000000	0	1	
1	20	2440.000000	0	3	
2	21	2440.000000	0	3	
0	22	3259.000000	1	1	
1	23	3259.000000	1	1	
2	24	3259.000000	1	1	
2	25	3669.000000	1	4	
2	26	3874.000000	1	2	
0	27	4078.000000	1	4	
1	28	4078.000000	1	4	
2	29	4078.000000	1	3	
1	30	4488.000000	1	2	
2	31	4488.000000	1	1	
0	32	4898.000000	1	2	
1	33	4898.000000	1	3	
2	34	4898.000000	1	3	
2	35	5102.000000	1	2	
0	36	5307.000000	1	3	
1	37	5307.000000	1	1	
2	38	5307.000000	1	4	
2	39	5512.000000	1	1	
0	40	5717.000000	1	1	
1	41	5717.000000	1	4	
2	42	5717.000000	1	3	
0	43	6536.000000	0	1	
0	44	6536.000000	0	2	
1	45	6536.000000	0	1	
1	46	6536.000000	0	3	
2	47	6536.000000	0	1	
2	48	6536.000000	0	3	
2	49	6946.000000	0	2	
2	50	6946.000000	0	4	
0	51	7355.000000	0	3	
0	52	7355.000000	0	4	
1	53	7355.000000	1	1	
1	54	7355.000000	1	4	
2	55	7355.000000	1	1	
2	56	7355.000000	1	4	
0	57	8174.000000	1	1	
0	58	8174.000000	1	2	
1	59	8174.000000	1	2	
1	60	8174.000000	1	3	
2	61	8174.000000	1	2	
2	62	8174.000000	1	3	
2	63	8584.000000	1	1	
2	64	8584.000000	1	3	
0	65	8994.000000	1	3	
0	66	8994.000000	1	4	
1	67	8994.000000	0	2	
1	68	8994.000000	0	4	
2	69	8994.000000	0	2	
2	70	8994.000000	0	4	
0	71	9813.000000	1	3	
1	72	9813.000000	0	1	
1	73	9813.000000	0	4	
2	74	9813.000000	0	1	
2	75	9813.000000	0	4	
0	76	10222.000000	1	1	
2	77	10222.000000	1	3	
2	78	10427.000000	1	2	
0	79	10632.000000	1	3	
1	80	10632.000000	1	2	
1	81	10632.000000	1	3	
2	82	10632.000000	1	3	
0	83	11042.000000	1	2	
0	84	11451.000000	1	4	
1	85	11451.000000	0	2	
1	86	11451.000000	0	4	
2	87	11451.000000	0	2	
2	88	11451.000000	0	3	
0	89	11861.000000	1	1	
2	90	11861.000000	1	2	
2	91	12066.000000	1	4	
0	92	12270.000000	1	3	
1	93	12270.000000	1	1	
1	94	12270.000000	1	3	
2	95	12270.000000	1	2	
0	96	13090.000000	1	2	
1	97	13090.000000	1	2	
2	98	13090.000000	1	2	
1	99	13482.000000	1	1	
2	100	13482.000000	1	1	
2	101	13687.000000	1	3	
0	102	13892.000000	0	3	
1	103	13892.000000	0	3	
2	104	13892.000000	1	4	
1	105	14301.000000	1	1	
2	106	14301.000000	1	1	
2	107	14301.000000	1	2	
0	108	14711.000000	1	1	
1	109	14711.000000	1	4	
2	110	14711.000000	1	4	
0	111	15121.000000	0	2	
1	112	15121.000000	0	2	
2	113	15121.000000	0	2	
2	114	15325.000000	1	1	
0	115	15530.000000	1	3	
1	116	15530.000000	0	3	
2	117	15530.000000	1	3	
2	118	15940.000000	1	3	
2	119	15940.000000	1	4	
0	120	16349.000000	1	2	
1	121	16349.000000	1	2	
2	122	16349.000000	1	2	
1	123	16759.000000	1	1	
2	124	16759.000000	1	1	
2	125	16964.000000	1	3	
0	126	17169.000000	0	3	
1	127	17169.000000	0	3	
2	128	17169.000000	1	4	
1	129	17578.000000	1	1	
2	130	17578.000000	1	1	
2	131	17578.000000	1	2	
0	132	17988.000000	1	1	
1	133	17988.000000	1	4	
2	134	17988.000000	1	4	
0	135	18397.000000	0	2	
1	136	18397.000000	0	2	
2	137	18397.000000	0	2	
2	138	18602.000000	1	1	
0	139	18807.000000	1	3	
1	140	18807.000000	0	3	
2	141	18807.000000	1	3	
2	142	19217.000000	1	3	
2	143	19217.000000	1	4	
0	144	19626.000000	0	2	
1	145	19626.000000	0	2	
2	146	19626.000000	0	2	
0	147	20053.000000	1	3	
1	148	20053.000000	1	3	
2	149	20053.000000	1	3	
2	150	20258.000000	1	1	
0	151	20462.000000	0	4	
1	152	20462.000000	0	4	
2	153	20462.000000	0	4	
0	154	20872.000000	1	1	
1	155	20872.000000	1	1	
1	156	20872.000000	1	4	
2	157	20872.000000	1	1	
2	158	20872.000000	1	4	
0	159	21282.000000	1	2	
1	160	21282.000000	1	2	
2	161	21282.000000	1	2	
0	162	21691.000000	0	3	
1	163	21691.000000	0	3	
2	164	21691.000000	0	3	
2	165	21896.000000	1	1	
0	166	22101.000000	1	4	
1	167	22101.000000	1	4	
2	168	22101.000000	1	4	
0	169	22510.000000	1	2	
1	170	22510.000000	1	2	
1	171	22510.000000	1	3	
2	172	22510.000000	1	2	
