0	1	1697.000000	0	3
1	2	1725.000000	0	3
2	3	1736.000000	1	4
2	4	1739.000000	1	3
0	5	2069.000000	1	4
2	6	2121.000000	1	4
1	7	2130.000000	1	4
2	8	2319.000000	0	1
0	9	2463.000000	0	3
2	10	2481.000000	0	3
1	11	2484.000000	0	3
2	12	2889.000000	1	2
0	13	3275.000000	1	2
1	14	3304.000000	1	2
2	15	3314.000000	1	2
2	16	3323.000000	1	1
2	17	3918.000000	1	3
1	18	4076.000000	0	4
2	19	4112.000000	0	4
0	20	4113.000000	0	4
2	21	4492.000000	0	1
1	22	4493.000000	0	1
0	23	4806.000000	1	3
1	24	4872.000000	1	3
2	25	4872.000000	1	3
0	26	5223.000000	0	2
2	27	5248.000000	0	2
1	28	5275.000000	0	2
2	29	5668.000000	1	3
0	30	5674.000000	1	3
1	31	5699.000000	1	3
0	32	6655.000000	1	3
1	33	6674.000000	1	3
2	34	6677.000000	1	3
2	35	7056.000000	1	2
1	36	7257.000000	0	1
2	37	7279.000000	0	1
0	38	7318.000000	0	1
1	39	7695.000000	1	4
2	40	7722.000000	1	4
2	41	7927.000000	1	1
0	42	8082.000000	1	3
2	43	8094.000000	1	3
1	44	8107.000000	1	3
0	45	8902.000000	0	4
1	46	8905.000000	0	4
2	47	8921.000000	1	4
2	48	8922.000000	1	1
0	49	9289.000000	0	2
1	50	9309.000000	0	2
2	51	9325.000000	0	2
0	52	9700.000000	1	1
2	53	9710.000000	1	1
1	54	9728.000000	1	1
2	55	10501.000000	1	1
2	56	10501.000000	1	3
1	57	10527.000000	1	4
0	58	10530.000000	1	4
2	59	10880.000000	0	4
1	60	10904.000000	1	1
0	61	11253.000000	1	3
2	62	11270.000000	1	1
1	63	11286.000000	1	3
0	64	11664.000000	1	2
2	65	11685.000000	0	2
1	66	11705.000000	1	2
2	67	12061.000000	1	2
1	68	12077.000000	1	3
0	69	12087.000000	1	3
1	70	12835.000000	0	3
0	71	12845.000000	0	3
2	72	12886.000000	0	3
2	73	13301.000000	1	2
2	74	13494.000000	1	3
0	75	13689.000000	0	1
1	76	13698.000000	1	1
2	77	13716.000000	1	1
1	78	14084.000000	1	2
2	79	14090.000000	1	2
0	80	14439.000000	0	3
1	81	14462.000000	0	3
2	82	14514.000000	1	4
2	83	14517.000000	1	3
0	84	14853.000000	1	4
1	85	14903.000000	1	4
2	86	14907.000000	1	4
2	87	15111.000000	0	1
0	88	15274.000000	0	3
1	89	15281.000000	0	3
2	90	15294.000000	0	3
2	91	15669.000000	1	2
0	92	16061.000000	1	2
1	93	16110.000000	1	2
2	94	16114.000000	1	2
2	95	16124.000000	1	1
2	96	16728.000000	1	3
1	97	16871.000000	0	4
0	98	16878.000000	0	4
2	99	16920.000000	0	4
1	100	17282.000000	0	1
2	101	17298.000000	0	1
0	102	17608.000000	1	3
2	103	17653.000000	1	3
1	104	17663.000000	1	3
0	105	18020.000000	0	2
1	106	18080.000000	0	2
2	107	18106.000000	0	2
0	108	18426.000000	1	3
1	109	18462.000000	1	3
2	110	18478.000000	1	3
2	111	19428.000000	1	3
0	112	19446.000000	1	3
1	113	19471.000000	1	3
2	114	19831.000000	1	2
2	115	20035.000000	0	1
1	116	20048.000000	0	1
0	117	20117.000000	0	1
2	118	20482.000000	1	4
1	119	20493.000000	1	4
2	120	20684.000000	1	1
0	121	20849.000000	1	3
2	122	20873.000000	1	3
1	123	20876.000000	1	3
1	124	21692.000000	0	4
0	125	21698.000000	0	4
2	126	21734.000000	1	4
2	127	21735.000000	1	1
0	128	22068.000000	0	2
1	129	22096.000000	0	2
2	130	22115.000000	0	2
2	131	22499.000000	1	1
1	132	22505.000000	1	1
0	133	22514.000000	1	1
1	134	23233.000000	1	4
2	135	23266.000000	1	3
0	136	23271.000000	1	4
2	137	23295.000000	1	1
1	138	23645.000000	1	1
2	139	23647.000000	0	4
0	140	23997.000000	1	3
2	141	24030.000000	1	1
1	142	24065.000000	1	3
2	143	24414.000000	0	2
0	144	24443.000000	1	2
1	145	24474.000000	1	2
2	146	24836.000000	1	2
1	147	24892.000000	1	3
0	148	24893.000000	1	3
2	149	25594.000000	1	2
0	150	25626.000000	1	3
1	151	25659.000000	1	2
2	152	26068.000000	1	2
1	153	26072.000000	1	2
1	154	26073.000000	1	1
2	155	26079.000000	1	1
0	156	26449.000000	1	4
2	157	26451.000000	0	2
1	158	26454.000000	0	2
1	159	26866.000000	0	2
1	160	26878.000000	0	1
2	161	26906.000000	0	2
2	162	26907.000000	0	1
0	163	27235.000000	1	2
0	164	27236.000000	1	1
2	165	27267.000000	1	2
1	166	27281.000000	1	2
2	167	27645.000000	0	2
2	168	27656.000000	0	1
1	169	27665.000000	0	2
1	170	27683.000000	0	1
2	171	28037.000000	1	2
2	172	28041.000000	1	1
1	173	28052.000000	1	2
1	174	28053.000000	1	1
0	175	28064.000000	1	3
0	176	28064.000000	1	4
0	177	28835.000000	0	3
2	178	28835.000000	1	3
1	179	28856.000000	1	3
2	180	29218.000000	1	3
1	181	29238.000000	1	3
2	182	29262.000000	1	4
1	183	29268.000000	1	4
1	184	29625.000000	0	3
2	185	29635.000000	0	3
0	186	29684.000000	0	4
1	187	30034.000000	0	4
1	188	30045.000000	0	3
2	189	30047.000000	0	3
2	190	30080.000000	0	4
1	191	30388.000000	1	3
2	192	30440.000000	1	3
0	193	30487.000000	0	2
0	194	30488.000000	0	1
1	195	30813.000000	0	3
2	196	30821.000000	0	4
2	197	30822.000000	0	3
1	198	30844.000000	0	4
1	199	31190.000000	1	3
2	200	31215.000000	1	3
1	201	31220.000000	1	4
0	202	31246.000000	0	4
2	203	31247.000000	1	4
0	204	31254.000000	0	3
2	205	32044.000000	0	4
2	206	32045.000000	0	2
0	207	32050.000000	1	1
1	208	32060.000000	0	4
1	209	32070.000000	0	2
2	210	32835.000000	0	1
2	211	32849.000000	0	3
1	212	32866.000000	0	3
0	213	32867.000000	1	2
1	214	32899.000000	0	1
0	215	33606.000000	1	3
2	216	33610.000000	1	2
2	217	33611.000000	1	3
1	218	33637.000000	1	3
1	219	33670.000000	1	2
0	220	34441.000000	1	4
0	221	34442.000000	1	3
2	222	34444.000000	1	4
2	223	34449.000000	1	1
1	224	34507.000000	1	4
1	225	34508.000000	1	1
0	226	35191.000000	1	3
2	227	35211.000000	0	3
1	228	35237.000000	0	3
2	229	35627.000000	0	4
1	230	35648.000000	0	4
2	231	35982.000000	0	3
1	232	36034.000000	0	3
0	233	36037.000000	1	1
0	234	36803.000000	1	2
0	235	36814.000000	1	1
2	236	36833.000000	1	4
2	237	36844.000000	1	3
1	238	36854.000000	1	4
1	239	36855.000000	1	3
