0,1,0,1,0	0,1,2,0,0	0,1,0,0,2	0,1,1,2,0	0,1,0,0,1	0,1,0,1,0	0,1,2,0,2	464,1,2,2,2	0,1,0,2,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	467,1,0,1,0	472,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,2,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	469,1,0,1,2	470,1,1,2,0	0,1,1,0,0	0,1,0,0,1	5,1,2,1,1	
0,0,0,1,2	465,2,2,2,2	0,0,0,2,1	0,1,1,1,1	0,0,0,1,1	0,0,2,1,2	464,2,2,2,2	0,2,0,2,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	472,0,0,1,0	472,0,0,0,1	0,1,1,1,1	0,1,0,1,0	0,1,1,0,0	0,1,1,0,0	0,2,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,1,1,1,1	0,0,1,1,0	0,1,1,0,0	0,1,0,0,1	0,0,1,1,0	0,2,1,0,1	
0,0,2,1,0	0,2,1,0,0	0,0,1,0,1	0,1,2,1,0	0,0,1,0,1	464,2,2,1,2	0,2,1,2,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,3	27,1,1,3,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	472,0,0,1,0	472,0,0,0,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,1,1,0	0,1,1,0,0	0,1,0,0,1	
0,2,0,1,1	0,1,1,1,1	0,1,0,1,2	0,2,0,2,0	0,1,0,0,2	0,2,0,2,0	0,1,0,0,0	0,1,0,0,0	0,0,0,0,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	472,0,0,1,0	472,0,0,0,1	0,1,1,1,1	0,0,2,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,0,0,1,1	0,0,0,1,2	0,1,1,2,1	0,1,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	
0,0,1,1,0	0,1,1,0,0	0,0,1,0,1	0,0,2,1,0	0,0,1,0,1	0,0,1,1,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	472,0,2,1,0	472,0,2,0,1	0,1,1,1,1	0,2,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,0,1,1	0,0,0,1,1	0,1,2,1,1	0,0,1,1,0	0,1,1,0,0	468,1,2,0,0	0,1,1,0,0	0,0,1,0,1	
0,1,0,1,0	0,1,0,0,2	464,1,2,2,2	0,2,0,2,0	0,1,0,0,1	464,1,2,1,2	0,1,2,2,2	464,1,2,2,1	0,0,0,1,0	0,0,0,0,1	0,1,0,1,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	466,2,0,1,0	466,2,0,0,1	0,1,1,1,1	0,1,0,1,0	0,1,1,0,2	0,1,0,2,2	0,1,1,2,0	0,0,0,0,1	0,0,0,1,1	0,0,0,1,1	0,2,1,1,0	0,1,1,0,0	0,1,1,0,0	0,2,1,0,0	0,1,0,0,1	0,1,0,1,1	
0,0,2,1,0	0,0,0,0,0	0,2,0,0,1	0,0,0,1,0	0,0,0,0,1	0,2,2,1,2	464,2,2,2,2	0,2,2,2,1	0,0,0,1,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,2	0,1,1,2,0	0,1,1,0,0	0,0,1,0,0	0,0,1,0,0	0,1,2,0,0	0,0,1,0,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,0,0,1,1	0,0,0,1,1	0,0,0,1,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,1	0,1,1,1,1	0,0,0,1,1	0,0,0,1,1	
464,2,2,1,2	0,0,1,2,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,1	464,2,1,1,2	0,2,1,2,2	464,2,2,2,2	0,0,0,2,0	0,0,0,0,1	0,0,1,1,0	0,0,1,0,1	0,1,1,1,0	0,1,2,0,1	0,1,0,1,0	0,1,0,0,1	0,2,0,1,1	0,1,0,1,2	0,1,1,2,0	0,0,0,0,1	0,1,1,1,1	0,0,2,1,2	0,0,0,2,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	478,1,1,1,2	0,0,0,2,1	0,0,0,1,1	
0,2,0,1,0	0,1,0,0,0	0,1,0,0,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,1,0,0,0	0,2,0,0,0	0,0,0,0,0	0,0,0,0,1	0,1,2,1,0	0,1,1,0,0	0,1,1,0,0	0,2,1,0,2	0,0,1,2,0	0,0,1,0,1	0,0,1,1,1	0,0,0,1,1	477,1,2,1,1	0,0,0,1,1	0,1,1,1,1	482,2,1,1,1	0,0,0,1,1	0,0,1,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,1	0,0,0,1,1	
0,0,1,1,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,2,0,0	0,0,1,0,0	0,0,1,0,1	0,2,1,1,0	0,1,1,0,0	0,1,2,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,2,0,1	2,2,1,1,2	0,0,1,2,1	0,1,1,1,1	0,1,1,1,1	0,0,1,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,1	
