0,1,0,1,0	0,1,2,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,2	0,1,0,2,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,0,1,2	0,1,1,2,0	0,1,1,0,2	397,1,1,2,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,1	384,2,1,1,1	0,0,0,1,1	0,1,2,1,1	0,0,0,1,2	2,1,1,2,1	0,0,0,1,1	0,1,1,1,2	0,0,0,2,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,0	0,1,0,0,2	0,1,1,2,0	0,1,1,0,2	0,1,1,2,0	0,1,0,0,1	0,1,1,1,1	0,1,0,1,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,1,0,1,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,0	0,1,1,0,0	0,0,0,0,0	0,2,1,0,0	0,0,0,0,0	0,1,2,0,0	0,0,0,0,0	0,1,1,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,0,1,2	0,0,1,2,1	0,1,0,1,2	0,0,1,2,1	0,1,1,1,0	0,1,0,0,1	0,1,0,1,1	0,0,0,1,1	0,1,1,1,1	0,0,2,1,1	0,1,1,1,0	0,1,0,0,1	0,0,0,1,2	0,0,1,2,0	0,0,2,0,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,2	0,1,1,2,1	0,0,0,1,1	8,1,1,1,2	0,0,0,2,1	0,2,1,1,1	0,0,0,1,1	2,1,2,1,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,0,1,2	0,0,1,2,2	0,1,1,2,0	0,0,1,0,2	0,1,1,2,1	0,1,0,1,2	0,0,1,2,1	0,0,0,1,1	0,0,0,1,1	0,1,0,1,0	0,2,0,0,0	0,1,0,0,1	0,0,0,1,1	0,0,0,1,1	0,1,1,1,1	0,2,1,1,0	0,1,0,0,1	0,1,1,1,1	
0,0,0,1,0	0,1,1,0,0	0,0,0,0,0	0,1,2,0,0	0,0,0,0,0	0,1,1,0,0	0,0,0,0,0	0,2,1,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,2	353,1,1,2,2	0,0,0,2,2	0,1,1,2,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,2	0,1,1,2,0	0,0,0,0,1	0,0,0,1,2	0,0,0,2,0	0,0,0,0,0	0,0,0,0,1	0,0,0,1,2	0,0,0,2,1	0,1,1,1,1	0,1,1,1,1	0,0,1,1,0	0,1,0,0,1	
0,0,0,1,1	2,1,1,1,2	0,0,0,2,1	0,2,1,1,1	0,0,0,1,1	382,1,2,1,1	0,0,0,1,2	0,1,1,2,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,0,1,1,2	0,1,0,2,2	0,1,1,2,0	0,1,0,0,2	2,1,1,2,1	0,0,1,1,2	0,1,0,2,1	0,0,0,1,1	0,0,0,1,1	0,0,1,1,0	0,0,2,0,0	0,0,1,0,1	0,0,0,1,1	0,0,0,1,1	0,1,1,1,1	385,1,2,1,1	0,1,1,1,1	0,0,0,1,1	
0,0,0,1,0	0,1,1,0,0	0,0,0,0,0	0,1,1,0,0	0,0,0,0,0	0,2,1,0,0	0,0,0,0,0	0,1,2,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,0,1,1,2	0,1,0,2,1	0,0,1,1,2	0,1,0,2,1	0,1,1,1,0	0,0,1,0,1	0,0,1,1,1	0,0,0,1,1	0,1,1,1,1	0,2,0,1,1	0,1,1,1,0	0,0,1,0,1	0,0,0,1,2	0,1,0,2,0	0,2,0,0,1	0,1,0,1,0	0,0,1,0,1	
0,0,0,1,1	0,1,2,1,1	0,0,0,1,2	2,1,1,2,1	0,0,0,1,1	0,1,1,1,2	0,0,0,2,1	0,2,1,1,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,0	0,0,1,0,2	0,1,1,2,0	0,1,1,0,2	0,1,1,2,0	0,0,1,0,1	0,1,1,1,1	0,0,1,1,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,1	0,0,1,1,0	0,0,1,0,1	0,0,0,1,1	0,1,1,1,1	
0,0,2,1,0	0,2,1,0,0	0,0,1,0,0	0,1,1,0,0	0,0,1,0,0	0,1,1,0,0	0,0,1,0,0	0,1,1,0,0	0,0,1,0,1	0,0,1,1,0	0,0,1,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,1,1,2	0,1,1,2,0	0,1,1,0,2	0,1,1,2,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,0,1,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,1	0,1,1,1,1	
352,111,0,1,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,1,2,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,2	0,1,0,2,0	0,1,0,0,1	0,0,0,1,1	0,1,1,1,1	
