0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,0,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	2,1,0,0,1	0,1,1,1,1	0,1,1,1,1	2,1,0,1,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,0	0,1,0,0,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,1	0,1,0,1,0	0,1,1,0,0	0,1,0,0,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
150,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,1	0,0,0,1,0	2,0,0,0,2	0,0,0,2,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,2	0,0,0,2,0	0,0,0,0,1	0,0,1,1,0	163,1,1,0,1	0,0,0,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	150,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,1,1,0	2,0,2,0,0	0,0,1,0,1	0,0,1,1,0	0,0,1,0,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,1,1,0	0,0,1,0,1	0,1,2,1,1	0,1,2,1,1	0,0,2,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,0	0,1,1,0,0	0,1,2,0,0	0,1,1,0,0	0,1,1,0,0	2,0,0,0,0	0,1,1,0,0	0,2,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,0	0,1,1,0,0	0,1,1,0,0	0,2,0,0,0	0,2,1,0,0	0,2,1,0,0	2,0,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,1	0,1,0,1,0	0,2,0,0,0	0,1,0,0,0	0,1,0,0,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,1	0,1,0,1,1	165,1,1,1,2	0,1,0,2,0	0,1,0,0,0	0,1,0,0,0	0,1,0,0,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,0	0,1,0,0,1	152,1,2,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,0,1,1	0,0,1,1,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,1	0,0,0,1,1	0,0,1,1,0	0,0,0,0,1	0,0,0,1,1	0,0,1,1,0	0,1,1,0,1	0,0,1,1,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,2	2,0,1,2,0	0,0,1,0,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,1	0,0,0,1,2	0,0,1,2,0	0,0,1,0,0	0,0,1,0,0	0,2,1,0,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,0,1,1,0	0,1,1,0,0	2,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,1	155,1,1,1,2	0,0,0,2,1	0,0,1,1,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,2	0,0,0,2,0	0,0,0,0,1	0,1,0,1,0	0,1,1,0,0	0,1,2,0,0	0,0,1,0,1	0,0,2,1,0	0,0,0,0,1	0,0,0,1,0	0,1,1,0,0	2,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,0,1,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,0,1,0	0,0,0,0,0	0,1,0,0,0	0,1,0,0,0	0,1,0,0,1	0,0,0,1,1	0,0,0,1,0	0,0,0,0,1	0,0,0,1,1	0,1,0,1,0	0,2,0,0,0	0,1,0,0,1	159,2,1,1,1	0,0,0,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
