0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,0,1,0,0	0,1,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	421,1,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,0	0,0,0,0,0	0,0,2,0,1	0,1,1,1,0	0,1,1,0,1	0,0,1,1,0	0,0,0,0,0	0,0,0,0,1	0,1,0,1,0	0,1,0,0,0	0,1,0,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,0	0,0,0,0,1	0,2,0,1,1	0,1,0,1,0	0,1,1,0,2	400,1,0,2,1	0,0,0,1,0	0,0,0,0,1	0,0,0,1,0	428,0,0,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,0,1,1,0	0,0,1,0,1	0,0,0,1,1	431,1,2,1,1	0,0,1,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,1	0,1,0,1,0	0,1,0,0,0	0,1,1,0,1	0,0,0,1,0	0,0,0,0,0	
0,0,0,0,0	0,0,1,0,1	0,0,0,1,1	0,0,0,1,1	0,1,0,1,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,1	0,0,1,1,0	0,0,2,0,0	0,0,1,0,1	0,0,1,1,0	2,0,2,0,0	0,0,1,0,0	0,0,0,0,0	0,1,0,0,0	0,1,1,0,0	0,0,0,0,0	0,2,0,0,1	0,1,1,1,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,1,1,1,0	0,0,1,0,0	415,0,1,0,2	0,1,0,2,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,1	0,1,0,1,0	0,0,1,0,1	401,0,0,1,1	0,0,0,1,1	0,1,0,1,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,2,0,0,0	0,1,0,0,1	0,1,0,1,0	429,2,0,0,0	0,1,0,0,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,0,1,1,0	0,0,0,0,0	0,1,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,1	400,0,1,1,2	0,1,1,2,0	0,0,1,0,1	0,0,2,1,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,1	0,0,0,1,0	0,0,0,0,0	0,1,0,0,1	0,1,1,1,1	0,0,0,1,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,1	0,1,0,1,0	3,1,1,0,2	0,0,1,2,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,0	0,1,0,0,1	0,1,1,1,0	0,1,1,0,1	0,2,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,0,1,1,0	0,0,1,0,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,0,0,0,1	0,0,1,1,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,1	425,0,1,1,1	0,1,0,1,1	0,1,1,1,1	0,0,1,1,0	0,0,0,0,0	0,0,0,0,0	
0,0,0,0,0	0,0,0,0,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,1,0,0,0	0,1,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,1,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,0,0,0,0	0,1,0,0,1	0,1,1,1,1	0,0,1,1,0	0,0,0,0,0	
0,0,0,0,0	0,0,0,0,1	0,1,0,1,0	0,1,1,0,1	0,0,2,1,0	0,0,0,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,1	0,1,1,1,1	0,0,1,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,1,1,0,1	0,1,0,1,1	0,0,0,1,0	
0,0,0,0,0	0,0,0,0,1	0,0,1,1,1	0,1,0,1,2	402,2,2,2,2	0,0,1,2,1	0,1,0,1,1	0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,0	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	0,0,0,0,1	0,1,0,1,0	0,1,1,0,1	0,0,0,1,0	0,0,1,0,1	0,1,1,1,0	0,1,0,0,1	0,0,0,1,1	0,1,1,1,0	0,0,1,0,1	0,0,0,1,0	
0,0,0,0,0	0,0,0,0,0	0,1,0,0,0	0,0,0,0,0	0,2,0,0,1	0,1,1,1,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,0	0,0,1,0,0	0,0,1,0,0	0,0,1,0,0	0,1,0,0,1	0,1,1,1,1	0,1,0,1,0	0,0,0,0,1	0,1,0,1,0	0,1,0,0,1	0,0,0,1,0	0,0,0,0,1	0,0,1,1,1	0,1,1,1,0	0,0,0,0,1	0,1,1,1,1	0,1,0,1,1	0,0,1,1,1	0,0,0,1,0	0,1,1,0,0	0,1,1,0,0	0,0,0,0,0	
0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	420,0,1,0,0	420,1,1,0,0	420,1,1,0,0	420,0,1,0,0	0,0,0,0,1	0,1,1,1,0	0,1,1,0,0	0,1,1,0,1	0,0,0,1,0	0,1,0,0,0	0,0,0,0,0	419,0,0,0,2	418,0,1,2,0	0,0,1,0,1	0,0,0,1,0	0,0,0,0,0	0,1,0,0,1	422,1,1,1,2	0,0,0,2,0	0,1,0,0,0	0,0,1,0,0	0,1,0,0,0	0,0,0,0,1	0,1,0,1,0	0,1,1,0,1	0,0,1,1,0	
0,0,0,1,0	0,0,0,0,0	0,0,0,0,0	420,0,0,0,1	0,1,0,1,0	403,1,2,0,0	0,1,1,0,0	0,1,1,0,1	420,0,1,1,0	0,1,0,0,0	0,1,0,0,0	0,1,0,0,0	0,0,1,0,0	0,0,2,0,0	0,0,1,0,0	0,0,0,0,0	0,1,0,0,0	0,1,0,0,0	0,0,1,0,0	0,0,0,0,0	0,0,1,0,0	0,1,0,0,0	0,0,1,0,0	0,0,0,0,1	423,1,1,1,3	0,0,1,3,0	0,0,0,0,1	0,0,1,1,1	0,1,0,1,1	0,1,1,1,1	
