0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,2,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	211,1,1,1,2	0,1,2,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,2,0,2	0,1,1,2,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,1,0,0	0,1,2,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,2	0,0,0,2,2	0,1,1,2,0	0,1,1,0,0	219,1,1,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	241,1,1,1,0	0,1,1,0,2	0,0,0,2,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,2,1,0,1	0,1,0,1,0	0,1,1,0,0	0,1,0,0,1	0,2,1,1,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,0	0,1,2,0,0	0,1,1,0,0	0,1,1,0,0	
0,1,1,1,1	0,2,0,1,1	0,1,3,1,3	0,1,0,3,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,3,1,1	0,1,1,1,1	0,0,3,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,2,0,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,1,1,1	0,0,0,1,1	0,3,1,1,1	0,0,3,1,1	0,1,1,1,1	0,0,0,1,2	0,1,1,2,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,2	0,0,0,2,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,0	207,1,1,0,0	208,1,1,0,0	209,3,1,0,0	8,1,1,0,1	0,3,1,1,0	0,1,1,0,2	210,1,1,2,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,1,1,1	0,0,1,1,2	244,1,1,2,0	0,3,1,0,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	213,1,1,1,3	215,1,1,3,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,2	0,0,1,2,3	246,1,1,2,1	0,1,1,1,1	
0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,2,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	
0,1,2,0,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,0	0,2,1,0,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,2	205,1,1,2,2	0,0,0,2,2	205,1,1,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,2	0,1,1,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,2	0,1,2,2,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	0,1,1,0,0	
0,2,0,1,1	0,1,1,2,0	0,1,1,0,1	0,1,1,1,0	0,1,1,0,0	0,1,1,0,0	0,1,0,0,0	0,1,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,1,0,1,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,0	0,1,1,0,0	0,1,0,0,0	0,1,0,0,1	0,2,0,1,1	0,1,0,1,0	0,1,0,0,2	0,1,0,1,0	0,1,0,0,1	
0,0,0,1,1	0,2,0,2,0	0,1,0,0,2	0,1,0,1,0	0,1,0,0,3	22,1,1,3,1	0,0,0,1,0	0,0,0,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,0,1,1	243,1,2,1,1	0,0,0,1,1	243,1,2,1,1	0,0,0,1,1	243,1,2,1,1	0,0,0,1,1	243,1,2,1,1	0,0,0,1,0	0,0,0,0,1	0,0,0,1,2	0,0,1,1,0	0,0,1,0,1	0,0,1,1,0	0,0,2,0,1	
0,0,2,1,1	0,0,1,1,0	0,0,3,0,1	0,0,1,1,0	0,0,2,0,1	0,1,1,1,0	0,0,1,0,0	0,0,1,0,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,1,1,1,1	0,0,0,1,1	0,0,1,1,0	0,2,1,0,0	0,0,1,0,0	0,2,1,0,0	0,0,1,0,0	0,2,1,0,0	0,0,1,0,0	0,2,1,0,0	0,0,0,0,0	0,0,0,0,1	0,0,0,1,1	0,1,0,2,0	0,1,0,0,1	0,1,0,1,0	0,1,0,0,1	
